qcode,label,parents,definition
medtop:20001329,3x3 basketball,medtop:20000822,A variation of basketball played three a side on one basketball hoop
medtop:20001330,canoe slalom,medtop:20000822,"Competitors navigate a canoe or a kayak on a white-water course, passing through a combination of upstream and downstream gates on river rapids in the fastest time possible"
medtop:20001331,canoe sprint,medtop:20000822,"Taking place on a flatwater course, multiple canoes take off at once and race each other to the finish"
medtop:20001332,bmx freestyle,medtop:20000892,"Riders are given a fixed time to perform acrobatics tricks and skills, with tricks scored on multiple aspects including difficulty, originality, execution, height and creativity"
medtop:20001333,road cycling,medtop:20000822,"Cycling events held on roads, including road races and time trials"
medtop:20001334,track cycling,medtop:20000822,"Cycling competitions held on tracks, including sprint, team sprint, keirin, team pursuit, omnium and madison events"
medtop:20001335,football 5-a-side,medtop:20000822,A variation of association football in which each team fields five players and play is on a smaller pitch. An official Summer Paralympics sport.
medtop:20001336,goalball,medtop:20000822,"A team sport for athletes with a vision impairment, using a ball containing bells"
medtop:20001337,online and remote learning,medtop:05000000,"Learning where a student and teacher are not physically present in the same location. Instruction can occur synchronously or asynchronously and utilizes technology such as video conferencing, online assessments and video conferencing."
medtop:20001338,education policy,medtop:20000621,"Government programmes and policies related to education, such as the funding of schools and standardised testing"
medtop:20001339,wellness,medtop:10000000,The active pursuit of good mental and physical health
medtop:20001340,mental wellbeing,medtop:20001339,"The personal pursuit of mental health through activities such as meditation, stress reduction, technology detoxes and journalling"
medtop:20001341,regular competition,medtop:20001108,A competitive sporting season where teams or individuals contend for a place in the standings or rankings
medtop:20001342,playoff championship,medtop:20001108,"A competitive tournament, often played after the regular season of a sports league by the top competitors to determine the league champion or a similar accolade. Can also apply to an all-in elimination tournament meant to produce a final champion."
medtop:20001343,final game,medtop:20001108,"Single game that determines the winner of a championship, such as the Super Bowl or Champions League Final"
medtop:20001344,Catholicism,medtop:20000659,"Largest Christian religion in the world encompassing the Roman Catholic Church which is led by the pope, and Old Catholicism, a breakaway movement founded in 1870 that denies the dogma of infallibility of the pope"
medtop:20001345,bar and bat mitzvah,medtop:20000696,Young person becoming an adult in the Jewish faith
medtop:20001346,canonisation,medtop:20000696,The declaration of a deceased person as an officially recognised saint
medtop:20001347,Shia Islam,medtop:20000677,The second largest branch of Islam believing that the Prophet Muhammad designated Ali ibn Abi Talib as his successor
medtop:20001348,Sunni Islam,medtop:20000677,The largest branch of Islam believing that the Prophet Muhammad did not designate a successor
medtop:20001349,atheism and agnosticism,medtop:20000657,The belief that god does not exist or that it is impossible to know whether a god exists
medtop:20001350,Eid al-Adha,medtop:20000690,Muslim festival marking the culmination of the annual hajj pilgrimage and commemorating the willingness of the Prophet Ibrahim to sacrifice his son
medtop:20001351,Hasidism,medtop:20000679,Jewish religious group that believes that the Torah is the literal word of God and that carrying out this word is what gives meaning and purpose to life
medtop:20001352,Hanukkah,medtop:20000690,"Jewish festival, sometimes spelled Chanukah, observed by lighting the candles of a menorah"
medtop:20001353,tsunami,medtop:20000151,"High and powerful ocean waves caused by an underwater land disturbance, such as an earthquake or volcanic eruption, known to cause significant damage and loss when they hit land"
medtop:20001354,healthcare industry,medtop:20000209,"Goods and services to treat patients through curative, preventive, rehabilitative and palliative care"
medtop:20001355,developmental disorder,medtop:20000446,"Conditions due to an impairment in learning, language or behaviour areas, such as autism, Aspergers and dyslexia"
medtop:20001356,depression,medtop:20000458,"A mental health disorder characterised by persistently depressed mood and loss of interest in activities, causing significant impairment in daily life"
medtop:20001357,anxiety and stress,medtop:20000458,"A mental health disorder characterised by feelings of worry, anxiousness or fear that are strong enough to interfere with one's daily activities"
